full_text,Kategori,text_lemmatized,text_tokenized
added sitting sauna steam room twice week weekly routine loving heat therapy excited healthy healthy relax relaxation stress stress relief sauna life heart health,6,added sitting sauna steam room twice week weekly routine loving heat therapy excited healthy healthy relax relaxation stress stress relief sauna life heart health,"['added', 'sitting', 'sauna', 'steam', 'room', 'twice', 'week', 'weekly', 'routine', 'loving', 'heat', 'therapy', 'excited', 'healthy', 'healthy', 'relax', 'relaxation', 'stress', 'stress', 'relief', 'sauna', 'life', 'heart', 'health']"
people n worry improve mental health awareness healthy calm meditation n sign petition,6,people n worry improve mental health awareness healthy calm meditation n sign petition,"['people', 'n', 'worry', 'improve', 'mental', 'health', 'awareness', 'healthy', 'calm', 'meditation', 'n', 'sign', 'petition']"
worry improve mental health aware healthy calm meditation n,6,worry improve mental health aware healthy calm meditation n,"['worry', 'improve', 'mental', 'health', 'aware', 'healthy', 'calm', 'meditation', 'n']"
exercise fitness yoga life healthy,6,exercise fitness yoga life healthy,"['exercise', 'fitness', 'yoga', 'life', 'healthy']"
healthy heart healthy healthy heart healthy life healthy,6,healthy heart healthy healthy heart healthy life healthy,"['healthy', 'heart', 'healthy', 'healthy', 'heart', 'healthy', 'life', 'healthy']"
sleep key better life even quality sleep make everything better grab hanging fruit impressive life healthy,6,sleep key better life even quality sleep make everything better grab hanging fruit impressive life healthy,"['sleep', 'key', 'better', 'life', 'even', 'quality', 'sleep', 'make', 'everything', 'better', 'grab', 'hanging', 'fruit', 'impressive', 'life', 'healthy']"
worry improve mental health awareness healthy calm meditation snap chat leak twitter,6,worry improve mental health awareness healthy calm meditation snap chat leak twitter,"['worry', 'improve', 'mental', 'health', 'awareness', 'healthy', 'calm', 'meditation', 'snap', 'chat', 'leak', 'twitter']"
know hydrated important much water really drinking day n medical n healthy water life healthy health wealth body need,6,know hydrated important much water really drinking day n medical n healthy water life healthy health wealth body need,"['know', 'hydrated', 'important', 'much', 'water', 'really', 'drinking', 'day', 'n', 'medical', 'n', 'healthy', 'water', 'life', 'healthy', 'health', 'wealth', 'body', 'need']"
start today helpful comment one way plan change better business healthy,6,start today helpful comment one way plan change better business healthy,"['start', 'today', 'helpful', 'comment', 'one', 'way', 'plan', 'change', 'better', 'business', 'healthy']"
never underestimate power getting good sleep hanging fruit wellness tree impressive much improve healthy,6,never underestimate power getting good sleep hanging fruit wellness tree impressive much improve healthy,"['never', 'underestimate', 'power', 'getting', 'good', 'sleep', 'hanging', 'fruit', 'wellness', 'tree', 'impressive', 'much', 'improve', 'healthy']"
time make business share healthy give motivation lead share progress us business get fit together,6,time make business share healthy give motivation lead share progress u business get fit together,"['time', 'make', 'business', 'share', 'healthy', 'give', 'motivation', 'lead', 'share', 'progress', 'u', 'business', 'get', 'fit', 'together']"
exercise fitness yoga life healthy,6,exercise fitness yoga life healthy,"['exercise', 'fitness', 'yoga', 'life', 'healthy']"
dont let ugly kill beauty n worry improve mental health aware healthy calm meditation n,6,dont let ugly kill beauty n worry improve mental health aware healthy calm meditation n,"['dont', 'let', 'ugly', 'kill', 'beauty', 'n', 'worry', 'improve', 'mental', 'health', 'aware', 'healthy', 'calm', 'meditation', 'n']"
n healthy healthy life happy life healthy,6,n healthy healthy life happy life healthy,"['n', 'healthy', 'healthy', 'life', 'happy', 'life', 'healthy']"
didnt set coach weight loss please teach lose weight worked body n life coach n food psychology healthy emotional eating health coach workplace,6,didnt set coach weight loss please teach lose weight worked body n life coach n food psychology healthy emotional eating health coach workplace,"['didnt', 'set', 'coach', 'weight', 'loss', 'please', 'teach', 'lose', 'weight', 'worked', 'body', 'n', 'life', 'coach', 'n', 'food', 'psychology', 'healthy', 'emotional', 'eating', 'health', 'coach', 'workplace']"
know healthy tough got ease comment going start lead business healthy,6,know healthy tough got ease comment going start lead business healthy,"['know', 'healthy', 'tough', 'got', 'ease', 'comment', 'going', 'start', 'lead', 'business', 'healthy']"
may feel reach dont let discourage may arise often insurmountable past serve motivation success tweet share health news community healthy,6,may feel reach dont let discourage may arise often insurmountable past serve motivation success tweet share health news community healthy,"['may', 'feel', 'reach', 'dont', 'let', 'discourage', 'may', 'arise', 'often', 'insurmountable', 'past', 'serve', 'motivation', 'success', 'tweet', 'share', 'health', 'news', 'community', 'healthy']"
believe capable much know name one thing completely inconceivable ever achieve weight loss life coach n food psychology healthy emotional eating health coach workplace,6,believe capable much know name one thing completely inconceivable ever achieve weight loss life coach n food psychology healthy emotional eating health coach workplace,"['believe', 'capable', 'much', 'know', 'name', 'one', 'thing', 'completely', 'inconceivable', 'ever', 'achieve', 'weight', 'loss', 'life', 'coach', 'n', 'food', 'psychology', 'healthy', 'emotional', 'eating', 'health', 'coach', 'workplace']"
discussion risk eye related health importance regular eye checkup better eye health eye health healthy,6,discussion risk eye related health importance regular eye checkup better eye health eye health healthy,"['discussion', 'risk', 'eye', 'related', 'health', 'importance', 'regular', 'eye', 'checkup', 'better', 'eye', 'health', 'eye', 'health', 'healthy']"
healthy healthy life healthy healthy heart,6,healthy healthy life healthy healthy heart,"['healthy', 'healthy', 'life', 'healthy', 'healthy', 'heart']"
today masu head eye care health promotional alongside caroline per e ah b advocacy committee member spoke eye care visual impairment citizen r abu run eye health healthy,6,today masu head eye care health promotional alongside caroline per e ah b advocacy committee member spoke eye care visual impairment citizen r abu run eye health healthy,"['today', 'masu', 'head', 'eye', 'care', 'health', 'promotional', 'alongside', 'caroline', 'per', 'e', 'ah', 'b', 'advocacy', 'committee', 'member', 'spoke', 'eye', 'care', 'visual', 'impairment', 'citizen', 'r', 'abu', 'run', 'eye', 'health', 'healthy']"
n n healthy heart healthy healthy life healthy,6,n n healthy heart healthy healthy life healthy,"['n', 'n', 'healthy', 'heart', 'healthy', 'healthy', 'life', 'healthy']"
boost immune system delicious n n n n n fitness motivation healthy,6,boost immune system delicious n n n n n fitness motivation healthy,"['boost', 'immune', 'system', 'delicious', 'n', 'n', 'n', 'n', 'n', 'fitness', 'motivation', 'healthy']"
know hydrated improve radiance keep looking youthful favorite way stay hydrated throughout day wellness healthy tip sent mar optimal health simple guide new post neo healthy healthy improve health weight loss,6,know hydrated improve radiance keep looking youthful favorite way stay hydrated throughout day wellness healthy tip sent mar optimal health simple guide new post neo healthy healthy improve health weight loss,"['know', 'hydrated', 'improve', 'radiance', 'keep', 'looking', 'youthful', 'favorite', 'way', 'stay', 'hydrated', 'throughout', 'day', 'wellness', 'healthy', 'tip', 'sent', 'mar', 'optimal', 'health', 'simple', 'guide', 'new', 'post', 'neo', 'healthy', 'healthy', 'improve', 'health', 'weight', 'loss']"
healthy living healthy healthy life healthy healthy heart stress stress management,6,healthy living healthy healthy life healthy healthy heart stress stress management,"['healthy', 'living', 'healthy', 'healthy', 'life', 'healthy', 'healthy', 'heart', 'stress', 'stress', 'management']"
supplement industry needs step game comes accountability shouldnt blindly trust label actually product choose wisely body thank later healthy,6,supplement industry need step game come accountability shouldnt blindly trust label actually product choose wisely body thank later healthy,"['supplement', 'industry', 'need', 'step', 'game', 'come', 'accountability', 'shouldnt', 'blindly', 'trust', 'label', 'actually', 'product', 'choose', 'wisely', 'body', 'thank', 'later', 'healthy']"
make healthy eat healthy diet well balanced meal core improving balanced diet lean protein low fat dairy whole read,6,make healthy eat healthy diet well balanced meal core improving balanced diet lean protein low fat dairy whole read,"['make', 'healthy', 'eat', 'healthy', 'diet', 'well', 'balanced', 'meal', 'core', 'improving', 'balanced', 'diet', 'lean', 'protein', 'low', 'fat', 'dairy', 'whole', 'read']"
ever let recent fall weight discourage n life coach n food psychology healthy emotional eating health coach workplace,6,ever let recent fall weight discourage n life coach n food psychology healthy emotional eating health coach workplace,"['ever', 'let', 'recent', 'fall', 'weight', 'discourage', 'n', 'life', 'coach', 'n', 'food', 'psychology', 'healthy', 'emotional', 'eating', 'health', 'coach', 'workplace']"
eating healthy food body energy imagine smiling back saying thank weight loss works n healthy n healthy coach n health happiness n fitness motivation daily n healthy food nutrition,6,eating healthy food body energy imagine smiling back saying thank weight loss work n healthy n healthy coach n health happiness n fitness motivation daily n healthy food nutrition,"['eating', 'healthy', 'food', 'body', 'energy', 'imagine', 'smiling', 'back', 'saying', 'thank', 'weight', 'loss', 'work', 'n', 'healthy', 'n', 'healthy', 'coach', 'n', 'health', 'happiness', 'n', 'fitness', 'motivation', 'daily', 'n', 'healthy', 'food', 'nutrition']"
n n heart attack healthy fitness wellness journey healthy heart healthy,6,n n heart attack healthy fitness wellness journey healthy heart healthy,"['n', 'n', 'heart', 'attack', 'healthy', 'fitness', 'wellness', 'journey', 'healthy', 'heart', 'healthy']"
visit ra pal gud healthy,6,visit ra pal gud healthy,"['visit', 'ra', 'pal', 'gud', 'healthy']"
ultimate coach someone turn actionable find mentor wisdom build program success healthy,6,ultimate coach someone turn actionable find mentor wisdom build program success healthy,"['ultimate', 'coach', 'someone', 'turn', 'actionable', 'find', 'mentor', 'wisdom', 'build', 'program', 'success', 'healthy']"
ancient wisdom sound sleep west health healthy healthy healthy sleep,6,ancient wisdom sound sleep west health healthy healthy healthy sleep,"['ancient', 'wisdom', 'sound', 'sleep', 'west', 'health', 'healthy', 'healthy', 'healthy', 'sleep']"
